Company,Title,Track,Location,Region,Tier,Salary,Flags,Posted_Age,WorkModel,Source,URL
TSMC 台積電,IC Design Engineer,RTL / ASIC Design,新竹,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.tsmc.com/en_US/careers/JobDetail/IC-Design-Engineer/6156
TSMC 台積電,System and Chip Design Solutions Engineer (FE: RTL/verification/DFT/MBIST/synthesis),RTL / ASIC Design,新竹,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.tsmc.com/zh_TW/careers/JobDetail/System-and-Chip-Design-Solutions-Engineer/516
TSMC 台積電,Digital Design and Automation Engineer,RTL / ASIC Design,新竹,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.tsmc.com/en_US/careers/JobDetail/Digital-Design-and-Automation-Engineer/532
AMD Taiwan,Silicon Design Verification Engineer,Design Verification,Taipei,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.amd.com/careers-home/jobs/76980
AMD Taiwan,ISP Silicon Design Verification Engineer (DV),Design Verification,Hsinchu,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.amd.com/careers-home/jobs/75350
AMD Taiwan,Design Verification Eng. (ISP),Design Verification,Hsinchu,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.amd.com/careers-home/jobs/69226
AMD Taiwan,ISP Silicon Design Verification Eng.,Design Verification,Hsinchu,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.amd.com/careers-home/jobs/71991
Google Taiwan,"Silicon Design Verification Engineer, University Graduate, 2026",Design Verification,New Taipei,TW,Big Tech / Semi leader,,,entry:UG 2026,,agent:TW-sweep,https://www.google.com/about/careers/applications/jobs/results/107804897511908038-silicon-design-verification-engineer-university-graduate-2026
Google Taiwan,"SoC Design Verification Engineer, Silicon",Design Verification,New Taipei (Banqiao),TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://www.google.com/about/careers/applications/jobs/results/124879091451994822-soc-design-verification-engineer/
MediaTek 聯發科,115年度校招/研發替代役/應屆預聘正職_數位IC設計_Design Verification,Design Verification,新竹市東區,TW,Big Tech / Semi leader,,,entry:2026應屆/研替/預聘,,agent:TW-sweep,https://www.1111.com.tw/job/132176467
MediaTek 聯發科,Design Verification Engineer (CDG: smartphone/TV/ASIC DV),Design Verification,新竹,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.mediatek.com/eREC/JobSearch/JobDetail/MTK120190311003
MediaTek 聯發科,數位驗證流程開發/類比RF行為模型 (Verilog) 工程師 — 經歷不拘 (大學以上),Design Verification,新竹,TW,Big Tech / Semi leader,,,entry:經歷不拘 (大學以上),,agent:TW-sweep,https://www.104.com.tw/company/12noppgo
NVIDIA Taiwan,Design Verification Engineer (RDSS),Design Verification,Hsinchu,TW,Big Tech / Semi leader,,,entry:RDSS <1y experience,,agent:TW-sweep,https://outscal.com/job/design-verification-engineer-rdss-intern-at-nvidia-in-hsinchu-hsinchu-city-taiwan-1
Qualcomm Taiwan,CPU Verification Engineer – New Graduate (Hsinchu),Design Verification,Hsinchu,TW,Big Tech / Semi leader,,,entry:new graduate,,agent:TW-sweep,https://careers.qualcomm.com/careers/job/446695971423-cpu-verification-engineer-%E2%80%93-new-graduate-hsinchu--hsinchu-city-hsinchu-city-taiwan
TSMC 台積電,"Design Verification Engineer (ARM SoC test chips, SystemVerilog/UVM/low-power)",Design Verification,新竹,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.tsmc.com/zh_TW/careers/JobDetail/Design-Verification-Engineer/5402
MediaTek 聯發科,"數位IC設計/Synthesis, DFT工程師 (3~7nm implementation) — 經歷不拘 (碩士)",DFT / Silicon Test,新竹縣竹北市,TW,Big Tech / Semi leader,,,entry:經歷不拘 (碩士),,agent:TW-sweep,https://m.104.com.tw/job/6me2q
NVIDIA Taiwan,DFX Engineer - New College Graduate,DFT / Silicon Test,Taipei,TW,Big Tech / Semi leader,,,entry:new grad,,agent:TW-sweep,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Taiwan-Taipei/DFX-Engineer---New-College-Graduate_JR1956623-1
NVIDIA Taiwan,DFT Engineer - New College Grad (Scan/ATPG/BIST/JTAG),DFT / Silicon Test,Taipei/Hsinchu,TW,Big Tech / Semi leader,,,entry:new grad,,agent:TW-sweep,https://jobs.anitab.org/companies/nvidia/jobs/78813522-dft-engineer-new-college-grad
NVIDIA Taiwan,DFX Software Engineer (RDSS),DFT / Silicon Test,Taipei,TW,Big Tech / Semi leader,,,entry:RDSS 研替 應屆,,agent:TW-sweep,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Taiwan-Taipei/DFX-Software-Engineer--RDSS-Intern-_JR1990344
Airoha 達發科技 (MTK集團),Communication Network Firmware Engineer (通訊網路韌體工程師),Firmware / Embedded,新竹,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://www.104.com.tw/company/5x2b0tk
AMD Taiwan,Server Firmware Verification Engineer,Firmware / Embedded,Taipei,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.amd.com/careers-home/jobs/75532
Garmin Taiwan,軟體工程師(嵌入式系統_健身產品)_汐止UTOWN,Firmware / Embedded,新北汐止,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://www.104.com.tw/job/42hbr
Garmin Taiwan,Garmin 校園徵才—新鮮人職缺 (R&D 軟/韌體/電子),Firmware / Embedded,汐止/中壢/林口,TW,Big Tech / Semi leader,,,entry:新鮮人,,agent:TW-sweep,https://garmincareersasia.com/%E6%96%B0%E9%AE%AE%E4%BA%BA%E8%81%B7%E7%BC%BA
MediaTek 聯發科,2026校招/研替/應屆預聘_軟韌體開發 (Camera/Smart Display/Multimedia/Audio/Video),Firmware / Embedded,台北,TW,Big Tech / Semi leader,,,entry:2026應屆/研替/預聘,,agent:TW-sweep,https://tw.linkedin.com/jobs/view/4293040636
MediaTek 聯發科,Wireless Communication System Firmware Engineer,Firmware / Embedded,新竹,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.mediatek.com/en/jobs/MTK120250425000
MediaTek 聯發科,4G LTE/5G NR Software/Embedded Firmware Development Engineer,Firmware / Embedded,新竹,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.mediatek.com/en/jobs/MTK120180312000
MediaTek 聯發科,(Automotive) Software/Firmware Engineer,Firmware / Embedded,台灣,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.mediatek.com/en/jobs/MTK120251201000
MediaTek 聯發科,(Automotive) MCU/MPU Embedded Software and Firmware Engineer_Chupei,Firmware / Embedded,竹北,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.mediatek.com/en/jobs/MTK120250529008
NVIDIA Taiwan,GPU Firmware Engineer (RDSS),Firmware / Embedded,Taipei,TW,Big Tech / Semi leader,,,entry:RDSS 研替 應屆,,agent:TW-sweep,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Taiwan-Taipei/GPU-Firmware-Engineer--RDSS-Intern-_JR2001138-1
NVIDIA Taiwan,GPU Firmware Engineer (RDSS) — security/MCU/Display FW,Firmware / Embedded,Taipei,TW,Big Tech / Semi leader,,,entry:RDSS 研替 應屆,,agent:TW-sweep,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Taiwan-Taipei/GPU-Firmware-Engineer--RDSS-Intern-_JR1975084-1
Google Taiwan,"Hardware Engineer, Cloud Platforms, Early Career — early career",Hardware (general),Taipei,TW,Big Tech / Semi leader,,,entry:early career,,agent:TW-sweep,https://www.byp.network/jobs/525630604-hardware-engineer-cloud-platforms-early-career-at-google
Intel Taiwan,2026 Intel Taiwan Campus Recruitment (新鮮人職缺+實習),Hardware (general),Taipei/Hsinchu,TW,Big Tech / Semi leader,,,entry:新鮮人/應屆,,agent:TW-sweep,https://career.ntu.edu.tw/board/detail/sn/4253
Intel Taiwan,"PDK Engineer (PDK validation, 3DIC, back-end checks)",Hardware (general),Taipei,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://jobs.intel.com/en/job/taipei/pdk-engineer/41147/61714431840
Micron 台灣美光,"2026 Spring Campus Hiring (NT$50k/月起, 多工程職類)",Hardware (general),Taichung,TW,Big Tech / Semi leader,,,entry:應屆/畢業2年內,,agent:TW-sweep,https://micron.wd1.myworkdayjobs.com/zh-TW/External/job/XMLNAME-2026-Spring-Campus-Hiring-_JR87270
Micron 台灣美光,DRAM Product Engineer - Mobile Product,Hardware (general),Taichung,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.micron.com/careers/job/17756092-dram-product-engineer-mobile-product-taichung-city-taichung-city-taiwan
NVIDIA Taiwan,Physical Design Engineer (RDSS),Hardware (general),Hsinchu,TW,Big Tech / Semi leader,,,entry:RDSS 研替 應屆,,agent:TW-sweep,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Physical-Design-Engineer--RDSS-Intern-_JR1989433
NVIDIA Taiwan,"Product Test Engineer (RDSS, 2026 program)",Hardware (general),Hsinchu,TW,Big Tech / Semi leader,,,entry:RDSS 研替 應屆,,agent:TW-sweep,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Taiwan-Hsinchu/Product-Test-Engineer--RDSS-Intern-_JR2007413-1
NVIDIA Taiwan,"System Engineer, Enterprise (RDSS) — GPU server HW/system",Hardware (general),Taipei,TW,Big Tech / Semi leader,,,entry:RDSS 研替 應屆,,agent:TW-sweep,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Taiwan-Taipei/System-Engineer--Enterprise--RDSS-Intern-_JR2002908
TSMC 台積電,2026 TSMC Campus Recruitment 校園徵才 (R&D/Design 全領域),Hardware (general),新竹/台中/台南,TW,Big Tech / Semi leader,,,entry:2026 應屆碩博,,agent:TW-sweep,https://careers.tsmc.com/zh_TW/careers/JobDetail/2026-2026-TSMC-Campus-Recruitment/19032
TSMC 台積電,【2026 Campus Recruitment】Research and Development Engineer (R&D),Hardware (general),新竹,TW,Big Tech / Semi leader,,,entry:2026 應屆 new grad,,agent:TW-sweep,https://careers.tsmc.com/en_US/careers/JobDetail/2026-TSMC-Campus-Recruitment-Research-and-Development-Engineer-R-D/19033
TSMC 台積電,【2026 RDSS&AO】Research and Development Engineer (R&D),Hardware (general),新竹,TW,Big Tech / Semi leader,,,entry:研發替代役/預聘 應屆,,agent:TW-sweep,https://careers.tsmc.com/zh_TW/careers/JobDetail/2026-TSMC-RDSS-AO-Research-and-Development-Engineer-R-D/16565
TSMC 台積電,2026 台積電預辦登積計畫 AO(預聘)/RDSS(研發替代役),Hardware (general),新竹縣寶山,TW,Big Tech / Semi leader,,,entry:2026 應屆碩博,,agent:TW-sweep,https://careers.tsmc.com/en_US/careers/JobDetail/2026-TSMC-Qualification-for-AO-RDSS/16564
Cadence Taiwan,Software Engineer II (Innovus Implementation R&D),Software,Hsinchu,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://cadence.wd1.myworkdayjobs.com/en-US/External_Careers/job/HSINCHU/Software-Engineer-II_R51698-1
MediaTek 聯發科,115年度校招/研發替代役/應屆預聘正職_演算法開發_影像演算法,Software,新竹市東區,TW,Big Tech / Semi leader,,,entry:2026應屆/研替/預聘,,agent:TW-sweep,https://www.1111.com.tw/job/132176462
MediaTek 聯發科,115年度校招/研發替代役/應屆預聘正職_資訊(IT)工程師,Software,新竹市東區,TW,Big Tech / Semi leader,,,entry:2026應屆/研替/預聘,,agent:TW-sweep,https://www.1111.com.tw/job/132176457
MediaTek 聯發科,Linux SW Engineer,Software,台灣,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.mediatek.com/en/jobs/MTK120260225000
NVIDIA Taiwan,"System Software Engineer, GPU - New College Grad",Software,Taipei,TW,Big Tech / Semi leader,,,entry:new grad,,agent:TW-sweep,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Taiwan-Taipei/System-Software-Engineer--GPU---New-College-Grad_JR1956367-1
NVIDIA Taiwan,System Software Engineer (RDSS),Software,Taipei,TW,Big Tech / Semi leader,,,entry:RDSS 研替 應屆,,agent:TW-sweep,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Taiwan-Taipei/System-Software-Engineer--RDSS-Intern-_JR2008241
NVIDIA Taiwan,Developer Technology Engineer (RDSS),Software,Taipei,TW,Big Tech / Semi leader,,,entry:RDSS 研替 應屆,,agent:TW-sweep,https://nvidia.wd5.myworkdayjobs.com/en-US/UniversityJobs/job/Taiwan-Taipei/Developer-Technology-Engineer--RDSS-Intern-_JR1947131-1
Synopsys Taiwan,"Software R&D Engineer (EDA, AI/ML)",Software,Hsinchu,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.synopsys.com/job/hsinchu/software-r-and-d-engineer/44408/79550726480
Andes 晶心科技,CPU 架構工程師 (RISC-V microarchitecture),RTL / ASIC Design,新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/6glyj
Egis 神盾,數位IC設計工程師(子公司神煜電子) (RTL/synthesis/DFT flow),RTL / ASIC Design,新北新店,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://m.104.com.tw/job/79eax
Faraday 智原,高速傳輸介面數位IC設計工程師,RTL / ASIC Design,新竹,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/6gdoo
Faraday 智原,SoC數位IC設計工程師,RTL / ASIC Design,新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/36bk0
GUC 創意電子,G240060-Chip Application Front-End Engineer (SDC/STA/low-power) — 校園徵才,RTL / ASIC Design,新竹,TW,Semiconductor (TW/global),,,entry:校園徵才,,agent:TW-sweep,https://program.104.com.tw/NCKU/job/9503281
Himax 奇景光電,數位IC設計工程師(新竹)(I7),RTL / ASIC Design,新竹,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/6hajj
M31 円星,數位IC設計工程師 (MIPI/PCIe/SATA/USB controller) — 經歷不拘,RTL / ASIC Design,竹北,TW,Semiconductor (TW/global),,,entry:經歷不拘,,agent:TW-sweep,https://www.104.com.tw/job/6m6dd
Novatek 聯詠,【研發替代役/預聘】數位IC設計工程師 (台南),RTL / ASIC Design,台南,TW,Semiconductor (TW/global),,,entry:研替/預聘 應屆碩博,,agent:TW-sweep,https://openhouse.osa.nycu.edu.tw/company/detail/84149955/
Novatek 聯詠,數位IC設計工程師 (I62) (CAR DVR/IPCAM SoC),RTL / ASIC Design,新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/2vjh6
Phison 群聯,數位IC設計工程師8301,RTL / ASIC Design,苗栗竹南,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/6m7rw
Realtek 瑞昱,數位IC設計工程師M4 (Verilog/Verdi/LEC/Spyglass/STA) — 經歷不拘,RTL / ASIC Design,新竹市,TW,Semiconductor (TW/global),,,entry:經歷不拘,,agent:TW-sweep,https://m.104.com.tw/job/6arzm
Realtek 瑞昱,數位IC設計工程師M1,RTL / ASIC Design,新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/73w3x
Silicon Motion 慧榮,數位IC設計工程師(SSD)-竹北,RTL / ASIC Design,竹北,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/4b2uq
Andes 晶心科技,CPU Verification Engineer (RISC-V) — all levels,Design Verification,新竹市,TW,Semiconductor (TW/global),,,entry:all levels,,agent:TW-sweep,https://www.104.com.tw/job/6jewb
ASMedia 祥碩,IC驗證工程師(系統測試),Design Verification,新北新店,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/348h6
GUC 創意電子,G240063-Design Verification Engineer,Design Verification,新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/8htxd
Novatek 聯詠,【台南】Design Verification Engineer — 研替/預聘,Design Verification,台南,TW,Semiconductor (TW/global),,,entry:研替/預聘,,agent:TW-sweep,https://openhouse.osa.nycu.edu.tw/company/detail/84149955/
Phison 群聯,軟體開發工程師/設計驗證工程師0608B,Design Verification,苗栗竹南,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/69vwf
Realtek 瑞昱,115年度研發替代役&預聘_應屆畢業人才-數位IC驗證工程師,Design Verification,新竹市東區,TW,Semiconductor (TW/global),,,entry:應屆碩博/研替&預聘,,agent:TW-sweep,https://www.1111.com.tw/job/130312653
Realtek 瑞昱,CPU數位IC驗證工程師 (testbench/SVA/UVM),Design Verification,新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://m.104.com.tw/job/719tw
Realtek 瑞昱,數位IC驗證工程師R1,Design Verification,新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/4itlg
GUC 創意電子,G250003-DFT Engineer (IP) — 校園徵才,DFT / Silicon Test,新竹,TW,Semiconductor (TW/global),,,entry:校園徵才,,agent:TW-sweep,https://program.104.com.tw/NCKU/job/14480805
GUC 創意電子,DFT EDA Engineer,DFT / Silicon Test,新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/5kvf5
Novatek 聯詠,DFT Engineer,DFT / Silicon Test,新竹縣,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/2op4n
Phison 群聯,數位IC設計工程師 (DFT) (DFT insertion/ATPG),DFT / Silicon Test,苗栗竹南,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/6kn6z
Realtek 瑞昱,115年度研發替代役&預聘_應屆畢業人才-可測試設計(DFT)工程師,DFT / Silicon Test,新竹市東區,TW,Semiconductor (TW/global),,,entry:應屆碩博/研替&預聘,,agent:TW-sweep,https://www.1111.com.tw/job/130312584
Realtek 瑞昱,可測試設計(DFT)工程師,DFT / Silicon Test,新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/1wpce
ASMedia 祥碩,"韌體設計工程師 (embedded SoC, C, storage FW尤佳)",Firmware / Embedded,新北新店,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/jobs/search/?keyword=%E7%A5%A5%E7%A2%A9
Phison 群聯,韌體工程師08 — 經驗不拘,Firmware / Embedded,苗栗竹南,TW,Semiconductor (TW/global),,,entry:經驗不拘,,agent:TW-sweep,https://www.104.com.tw/job/6gzhi
Phison 群聯,韌體工程師0601-台北辦公室,Firmware / Embedded,台北,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/4ph36
Phison 群聯,PCIe Gen4/5 SSD 韌體工程師D2,Firmware / Embedded,苗栗竹南,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/6fy8l
Realtek 瑞昱,Monitor韌體工程師(內湖) — 經歷不拘,Firmware / Embedded,台北內湖,TW,Semiconductor (TW/global),,,entry:經歷不拘,,agent:TW-sweep,https://m.104.com.tw/job/26hkk
Realtek 瑞昱,Switch/Router/Gateway軟韌體設計工程師,Firmware / Embedded,新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://m.104.com.tw/job/22ey7
Silicon Motion 慧榮,SSD韌體工程師-新店,Firmware / Embedded,新北新店,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/3wx8t
Sunplus 凌陽,系統韌體工程師(AP0390),Firmware / Embedded,新竹縣,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/71akj
Egis 神盾,新竹:系統研發工程師,Hardware (general),新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/6ozus
eMemory 力旺,產品測試工程師 Product Testing Engineer (eNVM測試/驗證),Hardware (general),竹北,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/52v3y
Faraday 智原,系統相容性驗證工程師 (USB/SATA/PCIe/MIPI),Hardware (general),新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://m.104.com.tw/job/76u04
M31 円星,記憶體設計工程師 (SRAM/compiler),Hardware (general),竹北,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/3ipg2
Silicon Motion 慧榮,IC實體設計(APR)工程師-竹北,Hardware (general),竹北,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/445o9
Sunplus 凌陽,系統應用工程師(AP0730) (HDMI/USB-IF認證/模組驗證),Hardware (general),新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/4j0jo
Andes 晶心科技,Linux Kernel Engineer / 軟體工程師,Software,新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/6nqa4
Andes 晶心科技,Toolchain Engineer / Andes Custom Extension,Software,新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/2042v
Himax 奇景光電,H_演算法設計工程師(台南) (影像演算法+韌體),Software,台南新市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://www.104.com.tw/job/6se6x
Novatek 聯詠,語音暨音頻音訊軟體工程師 (S4I1) — 經歷不拘,Software,新竹,TW,Semiconductor (TW/global),,,entry:經歷不拘,,agent:TW-sweep,https://program.104.com.tw/NCKU/job/10727479
Realtek 瑞昱,115年度研發替代役&預聘_應屆畢業人才-AI演算法開發/軟體設計工程師,Software,新竹市東區,TW,Semiconductor (TW/global),,,entry:應屆碩博/研替&預聘,,agent:TW-sweep,https://www.1111.com.tw/job/130312574
Realtek 瑞昱,軟體工程師(處理器),Software,新竹市,TW,Semiconductor (TW/global),,,,,agent:TW-sweep,https://m.104.com.tw/job/7ao43
