Company,Title,Track,Location,Region,Tier,Salary,Flags,Posted_Age,WorkModel,Source,URL
NVIDIA,ASIC Design Verification Engineer - New College Grad 2026,Design Verification,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/ASIC-Design-Verification-Engineer---New-College-Grad-2026_JR2010391
NVIDIA,ASIC Verification Engineer - New College Grad 2026,Design Verification,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/ASIC-Verification-Engineer---New-College-Grad-2026_JR2012573
NVIDIA,ASIC Clocks Verification Engineer - New College Grad 2026,Design Verification,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/ASIC-Clocks-Verification-Engineer---New-College-Grad-2026_JR2013336
NVIDIA,ASIC Verification and Infrastructure Engineer - New College Grad 2026,Design Verification,"Santa Clara, CA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/ASIC-Verification-and-Infrastructure-Engineer---New-College-Grad-2026_JR2010195
NVIDIA,SoC ASIC Verification Engineer - New College Grad 2026,Design Verification,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/SoC-ASIC-Verification-Engineer---New-College-Grad-2026_JR2015202-1
NVIDIA,Cell Modelling and Verification Engineer - New College Grad 2026,Design Verification,"Santa Clara, CA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Cell-Modelling-and-Verification-Engineer---New-College-Grad-2026_JR2011631
NVIDIA,Verification Engineer - New College Grad 2026 (Memory Subsystem),Design Verification,"Santa Clara, CA / Westford, MA / Austin, TX",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Verification-Engineer---New-College-Grad-2026_JR2017633
NVIDIA,Formal Verification Engineer - New College Grad 2026,Design Verification,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Formal-Verification-Engineer---New-College-Grad-2026_JR2013674
NVIDIA AI,ASIC Verification Engineer - New College Grad 2026,Design Verification,"Austin, CA",US,Big Tech / Semi leader,,,Apr 25,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69ed1478dc35f7132c4b80bc
NVIDIA AI,ASIC Verification Engineer - New College Grad 2026,Design Verification,"Hillsboro, AL",US,Big Tech / Semi leader,,,Apr 25,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69ed248758811370cb1413dc
NVIDIA AI,"Compiler Verification Engineer, Compute Performance – GPU- New College Grad 2026",Design Verification,"Austin, CA",US,Big Tech / Semi leader,,,Apr 25,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/69ed174858811370cb14130e
NVIDIA Taiwan,Design Verification Engineer (RDSS),Design Verification,Hsinchu,TW,Big Tech / Semi leader,,,entry:RDSS <1y experience,,agent:TW-sweep,https://outscal.com/job/design-verification-engineer-rdss-intern-at-nvidia-in-hsinchu-hsinchu-city-taiwan-1
Qualcomm,Video Design Verification Engineer,Design Verification,"San Diego, CA",US,Big Tech / Semi leader,,,Jun 04,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a2638c2757ade085b6b2d75
Qualcomm,Power Management Systems Design and Verification Engineer,Design Verification,"San Diego, CA",US,Big Tech / Semi leader,,,May 31,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a000f27c2ffb31f453612d3
Qualcomm,"ASIC Design Verification Engineer (Santa Clara, CA)",Design Verification,"Austin, TX",US,Big Tech / Semi leader,,,May 12,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a034f74f3d6cc51d63755ab
Qualcomm,Modem HW Design Verification Engineer – AI Driven Next Gen Modem Hardware Development,Design Verification,"San Diego, CA",US,Big Tech / Semi leader,,,Apr 30,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69a525dcb600907a962ac30c
Qualcomm,AI/ML Design Verification Methodology Engineer,Design Verification,"Santa Clara, CA",US,Big Tech / Semi leader,,,Apr 25,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69ecda584b0fa35a70783679
Qualcomm,Camera Emulation Engineer (San Diego/Austin),Design Verification,"Austin, TX",US,Big Tech / Semi leader,,,Apr 03,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69c5f9dbe565c26a700170f0
Qualcomm,Machine Learning IP Verification Engineer,Design Verification,"Markham, Ontario, Canada",US,Big Tech / Semi leader,,,May 03,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/69a4fb670da45516f16d9b4f
Qualcomm Taiwan,CPU Verification Engineer – New Graduate (Hsinchu),Design Verification,Hsinchu,TW,Big Tech / Semi leader,,,entry:new graduate,,agent:TW-sweep,https://careers.qualcomm.com/careers/job/446695971423-cpu-verification-engineer-%E2%80%93-new-graduate-hsinchu--hsinchu-city-hsinchu-city-taiwan
Rambus,MTS Verification Engineering,Design Verification,US-OR-Hillsboro,US,Big Tech / Semi leader,,,Jun 05,Hybrid,jobright:SW,https://jobright.ai/jobs/info/6a185ba2c2a87d6cd3deff1d
Rivos,CPU Design Verification Engineer,Design Verification,US multi-site (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://capd.mit.edu/jobs/rivos-inc-cpu-design-verification-engineer/
Sandisk,Technician 3 – System Design Verification Engineering,Design Verification,"Milpitas, CA",US,Big Tech / Semi leader,,,May 08,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69fe35f0ad691a11f34ec4cf
SanDisk,"New College Grad, ASIC Verification Engineering",Design Verification,"Milpitas, CA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://jobs.smartrecruiters.com/Sandisk/744000106900840-new-college-grad-asic-verification-engineering
Siemens,Associate Applications Engineer – Hardware Assisted Verification,Design Verification,"Wilsonville, OR",US,Big Tech / Semi leader,,,May 15,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/6a07f999939a5f01db95539d
SiFive,Junior CPU Design Verification Engineer,Design Verification,"San Mateo, CA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://www.sifive.com/careers/4938590003/junior-cpu-design-verification-engineer-san-mateo-california-united-states
SpaceX,Design Verification Engineer (Silicon Engineering),Design Verification,"Irvine, California, United States",US,Big Tech / Semi leader,,us-person-likely,Jun 04,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a21f66dca8f0b365d7aa195
SpaceX,Design Verification Engineer (Silicon Engineering),Design Verification,"Sunnyvale, CA, United States",US,Big Tech / Semi leader,,us-person-likely,Jun 04,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a21f66dca8f0b365d7aa196
SpaceX,Design Verification Engineer (Silicon Engineering),Design Verification,"Austin, Texas, United States",US,Big Tech / Semi leader,,us-person-likely,Jun 04,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a21f66cca8f0b365d7aa190
SpaceX,Design Verification Engineer (Silicon Engineering),Design Verification,"Redmond, WA, United States",US,Big Tech / Semi leader,,us-person-likely,Jun 04,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a21f66cca8f0b365d7aa18f
SpaceX,Design Verification Engineer (Silicon Engineering),Design Verification,"Irvine, CA",US,Big Tech / Semi leader,,us-person-likely,Jun 04,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a21f64dca8f0b365d7aa161
SpaceX,Design Verification Engineer (Silicon Engineering),Design Verification,Austin,US,Big Tech / Semi leader,,us-person-likely,May 21,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a0f65c312f8b43cf397e9b4
Synopsys Inc,"Validation/Verification Engineer - Exton, PA (14923)",Design Verification,"Exton, Pennsylvania",US,Big Tech / Semi leader,,,Apr 27,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/69f35a371f90bd6ae23ce9b6
Tenstorrent,SOC Emulation Engineer - Hardware Emulation Infrastructure,Design Verification,"Austin, CA",US,Big Tech / Semi leader,,,Jun 03,Hybrid,jobright:ENG,https://jobright.ai/jobs/info/69ae40ec3de6821aaccd7f96
Tenstorrent,SOC Emulation Engineer - Hardware Emulation Infrastructure,Design Verification,"Austin, Texas, United States",US,Big Tech / Semi leader,,,Jun 03,Hybrid,jobright:ENG,https://jobright.ai/jobs/info/6a06f4bb078fec52738a253b
Tenstorrent,SOC Emulation Engineer - Hardware Emulation Infrastructure,Design Verification,"Austin, TX",US,Big Tech / Semi leader,,,Jun 03,Hybrid,jobright:ENG,https://jobright.ai/jobs/info/6a10628b9fdbf21f36cae1a8
Tenstorrent,SOC Emulation Engineer - Hardware Emulation Infrastructure,Design Verification,"Santa Clara, California, United States",US,Big Tech / Semi leader,,,Jun 03,Hybrid,jobright:ENG,https://jobright.ai/jobs/info/6a06f4bb078fec52738a253e
