Company,Title,Track,Location,Region,Tier,Salary,Flags,Posted_Age,WorkModel,Source,URL,Link_Check
NVIDIA,ASIC Design Verification Engineer - New College Grad 2026,Design Verification,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/ASIC-Design-Verification-Engineer---New-College-Grad-2026_JR2010391,search-verified 2026-06-10 (Workday title+JR2010391 match)
NVIDIA,ASIC Verification Engineer - New College Grad 2026,Design Verification,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/ASIC-Verification-Engineer---New-College-Grad-2026_JR2012573,search-verified 2026-06-10 (Workday title+JR2012573 match)
NVIDIA,ASIC Clocks Verification Engineer - New College Grad 2026,Design Verification,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/ASIC-Clocks-Verification-Engineer---New-College-Grad-2026_JR2013336,search-verified 2026-06-10 (Workday + jobs.nvidia.com mirror)
NVIDIA,ASIC Verification and Infrastructure Engineer - New College Grad 2026,Design Verification,"Santa Clara, CA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/ASIC-Verification-and-Infrastructure-Engineer---New-College-Grad-2026_JR2010195,search-verified 2026-06-10 (job+apply pages indexed)
NVIDIA,SoC ASIC Verification Engineer - New College Grad 2026,Design Verification,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/SoC-ASIC-Verification-Engineer---New-College-Grad-2026_JR2015202-1,search-verified 2026-06-10 (Workday+Glassdoor list)
NVIDIA,Cell Modelling and Verification Engineer - New College Grad 2026,Design Verification,"Santa Clara, CA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Cell-Modelling-and-Verification-Engineer---New-College-Grad-2026_JR2011631,search-verified 2026-06-10 (Workday title+JR2011631 match)
NVIDIA,Verification Engineer - New College Grad 2026 (Memory Subsystem),Design Verification,"Santa Clara, CA / Westford, MA / Austin, TX",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Verification-Engineer---New-College-Grad-2026_JR2017633,search-verified 2026-06-10 (Workday title+JR2017633 match)
NVIDIA,Formal Verification Engineer - New College Grad 2026,Design Verification,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Formal-Verification-Engineer---New-College-Grad-2026_JR2013674,search-verified 2026-06-10 (Workday title+JR2013674 match)
Qualcomm,Video Design Verification Engineer,Design Verification,"San Diego, CA",US,Big Tech / Semi leader,,,Jun 04,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a2638c2757ade085b6b2d75,listed<=7d jobright 2026-06-10; search-confirmed 2026-06-10
SanDisk,"New College Grad, ASIC Verification Engineering",Design Verification,"Milpitas, CA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://jobs.smartrecruiters.com/Sandisk/744000106900840-new-college-grad-asic-verification-engineering,search-verified 2026-06-10 (SmartRecruiters + LinkedIn list)
SiFive,Junior CPU Design Verification Engineer,Design Verification,"San Mateo, CA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://www.sifive.com/careers/5135521003/junior-cpu-design-verification-engineer-san-mateo-california-united-states,search-verified (reposted req) 2026-06-10 (reposted as 5135521003)
Silicon Labs,Digital Verification Engineer I,Design Verification,"Austin, US",US,Big Tech / Semi leader,,,Jun 08,Hybrid,jobright:SW,https://jobright.ai/jobs/info/6a26f5952056260dd6e84374,listed<=7d jobright 2026-06-10; search-confirmed 2026-06-10
SpaceX,Design Verification Engineer (Silicon Engineering),Design Verification,"Sunnyvale, CA, United States",US,Big Tech / Semi leader,,us-person-likely,Jun 04,On Site,jobright:ENG,https://job-boards.greenhouse.io/spacex/jobs/8358339002,search-verified 2026-06-10; direct employer link (Greenhouse req open Sunnyvale)
SpaceX,Design Verification Engineer (Silicon Engineering),Design Verification,"Irvine, California, United States",US,Big Tech / Semi leader,,us-person-likely,Jun 04,On Site,jobright:ENG,https://job-boards.greenhouse.io/spacex/jobs/8170459002,search-verified 2026-06-10; direct employer link (Irvine DV opening live)
SpaceX,Design Verification Engineer (Silicon Engineering),Design Verification,"Redmond, WA, United States",US,Big Tech / Semi leader,,us-person-likely,Jun 04,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a21f66cca8f0b365d7aa18f,listed<=7d jobright 2026-06-10; search-confirmed 2026-06-10
SpaceX,Design Verification Engineer (Silicon Engineering),Design Verification,"Austin, Texas, United States",US,Big Tech / Semi leader,,us-person-likely,Jun 04,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a21f66cca8f0b365d7aa190,listed<=7d jobright 2026-06-10; search-confirmed 2026-06-10
SpaceX,Design Verification Engineer (Silicon Engineering),Design Verification,"Irvine, CA",US,Big Tech / Semi leader,,us-person-likely,Jun 04,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a21f64dca8f0b365d7aa161,listed<=7d jobright 2026-06-10
Tenstorrent,New Grad CPU Verification Engineer - AI Silicon,Design Verification,"Austin, TX / Santa Clara, CA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://tenstorrent.breezy.hr/p/ef8cc5028fa8-new-grad-cpu-verification-engineer-ai-silicon-austin-or-santa-clara,search-verified 2026-06-10 (Breezy slug+title active)
Teradyne,"Hardware Verification Engineer, New College Graduate, (Teradyne, North Reading, MA)",Design Verification,"North Reading, MA",US,Big Tech / Semi leader,,,Jun 09,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a28b00d7061b51a3a5f7595,listed<=7d jobright 2026-06-10; search-confirmed 2026-06-10
TikTok,"SoC Digital Verification Engineer, Multimedia Lab",Design Verification,San Jose,US,Big Tech / Semi leader,,,Jun 04,On Site,jobright:ENG,https://lifeattiktok.com/search/7623930084894050613,search-verified 2026-06-10; direct employer link (open on TikTok careers site)
Amazon (Annapurna Labs),"ASIC DFT Engineer I, Annapurna Labs",DFT / Silicon Test,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://amazon.jobs/en/jobs/3023122/asic-dft-engineer-i-annapurna-labs,search-verified 2026-06-10 (amazon.jobs Job ID 3023122)
Amazon (AWS),"DFT Design Engineer I, AWS Machine Learning Acceleration",DFT / Silicon Test,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://www.amazon.jobs/en/jobs/3150211/dft-design-engineer-i-aws-machine-learning-acceleration,search-verified 2026-06-10 (amazon.jobs Job ID 3150211)
Marvell Technology,Design for Test Engineer - Early Career,DFT / Silicon Test,"Westborough, MA",US,Big Tech / Semi leader,,,Jun 05,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a0699857c753c287f704645,listed<=7d jobright 2026-06-10; search-confirmed 2026-06-10
NVIDIA,DFT Engineer - New College Grad,DFT / Silicon Test,"Santa Clara, CA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/DFT-Engineer---New-College-Grad_JR2016865,search-verified 2026-06-10 (Workday title+JR2016865 match)
Qualcomm,System Level Test Engineer,DFT / Silicon Test,"San Diego, CA",US,Big Tech / Semi leader,,,Jun 09,On Site,jobright:ENG,https://careers.qualcomm.com/careers/job/446716369150-system-level-test-engineer-san-diego-california-united-states-of-america,search-verified 2026-06-10; direct employer link (live on Qualcomm careers)
SpaceX,Hardware Test Engineer (Starlink),DFT / Silicon Test,"Redmond, WA",US,Big Tech / Semi leader,,us-person-likely,Jun 03,On Site,jobright:ENG,https://job-boards.greenhouse.io/spacex/jobs/8497592002,search-verified 2026-06-10; direct employer link (Greenhouse req open Redmond)
Astera Labs,Product Applications Engineer (NCG 2026),Silicon Validation,"San Jose, CA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://job-boards.greenhouse.io/asteraearlycareer2026/jobs/4597010005,search-verified 2026-06-10 (Greenhouse ID 4597010005 San Jose)
Astera Labs,"Product Applications Engineer (NCG 2026, Aries)",Silicon Validation,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://job-boards.greenhouse.io/asteralabs/jobs/4597481005,search-verified 2026-06-10 (Greenhouse ID 4597481005 Aries)
Credo,Hardware Validation Engineer,Silicon Validation,"San Jose Office,United States",US,Big Tech / Semi leader,,,Jun 04,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a2204f1902d19201c7bbb7f,listed<=7d jobright 2026-06-10
Google,"Hardware Validation Engineer, Cloud Platforms",Silicon Validation,"Sunnyvale, CA, USA",US,Big Tech / Semi leader,,,Jun 09,On Site,jobright:SW,https://www.google.com/about/careers/applications/jobs/results/107546129758855878-hardware-validation-engineer-cloud-platforms,search-verified 2026-06-10; direct employer link (exact title live Google Careers)
Google,"Silicon Engineer, University Graduate, 2026 (performance validation)",Silicon Validation,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://www.google.com/about/careers/applications/jobs/results/118693575373267654-silicon-engineer/,search-verified 2026-06-10 (live on canonical URL)
Marvell,Hardware Validation Engineer - Early Career,Silicon Validation,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://marvell.wd1.myworkdayjobs.com/en-US/MarvellCareers/job/Hardware-Validation-Engineer---Early-Career_2600860,search-verified 2026-06-10 (Marvell Workday req 2600860)
Marvell Technology,Hardware & Silicon Validation Engineer - Early Career,Silicon Validation,"Westlake Village, CA",US,Big Tech / Semi leader,,,Jun 06,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a24365a4239a4353888003d,listed<=7d jobright 2026-06-10; search-confirmed 2026-06-10
Marvell Technology,Validation Engineer - Early Career,Silicon Validation,"Santa Clara, CA, US",US,Big Tech / Semi leader,,,Jun 05,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a2365c1757ade085b6ae0aa,listed<=7d jobright 2026-06-10; search-confirmed 2026-06-10
Marvell Technology,Hardware Validation (Test Solutions) Engineer,Silicon Validation,"Burlington, VT",US,Big Tech / Semi leader,,,Jun 05,On Site,jobright:ENG,https://marvell.wd1.myworkdayjobs.com/en-US/MarvellCareers/job/Burlington-VT/Hardware-Validation--Test-Solutions--Engineer_2503553-1,search-verified 2026-06-10; direct employer link (live Marvell Workday 2503553)
Micron,New College Grad - Semiconductor Product Engineer,Silicon Validation,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://micron.wd1.myworkdayjobs.com/en-US/External/job/New-College-Grad---Semiconductor-Product-Engineer_JR94516,search-verified 2026-06-10 (Workday JR94516 live)
NVIDIA,Verification and Validation Engineer - New College Grad 2026,Silicon Validation,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Verification-and-Validation-Engineer---New-College-Grad-2026_JR2018584-1,search-verified 2026-06-10 (Workday title+JR2018584 match)
SanDisk,"New College Grad, Product Development Engineering (Summer 2026 start)",Silicon Validation,"Milpitas, CA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://jobs.smartrecruiters.com/Sandisk/744000080258822-new-college-grad-product-development-engineering-summer-2026-start-,search-verified 2026-06-10 (SmartRecruiters + Indeed list)
Teradyne,"Hardware Engineer, New College Graduate",Silicon Validation,"North Reading, MA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,"https://jobs.teradyne.com/Teradyne/job/North-Reading-Hardware-Engineer,-New-College-Graduate,-(Teradyne,-North-Reading)-MA/1379173500/",search-verified 2026-06-10 (Teradyne req 1379173500 match)
Texas Instruments,"Product, Test & Validation Engineer Rotation Program",Silicon Validation,"Dallas, TX",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://careers.ti.com/job/17546880/product-test-validation-engineer-rotation-program-dallas-tx/,search-verified 2026-06-10 (careers.ti.com ID 17546880)
Texas Instruments,"Product, Test and Validation Engineer Rotation Program",Silicon Validation,"Longmont, CO",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://careers.ti.com/job/12020772/product-test-and-validation-engineer-rotation-program-longmont-co-longmont-co/,search-verified 2026-06-10 (careers.ti.com ID 12020772)
Cadence,Software Engineer II (New College Grad 2026) - Palladium System Software,EDA / CAD,"San Jose, CA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://cadence.wd1.myworkdayjobs.com/en-US/Univ_Careers/job/Software-Engineer-ll--New-College-Grad-2026-_R52927,search-verified 2026-06-10 (R52927 live Univ_Careers board)
Google,"Chip CAD DevOps Engineer, Google Cloud",EDA / CAD,"Sunnyvale, CA",US,Big Tech / Semi leader,,,Jun 09,On Site,jobright:ENG,https://www.google.com/about/careers/applications/jobs/results/121047733451530950-chip-cad-devops-engineer,search-verified 2026-06-10; direct employer link (exact title live Google Careers)
Google,"Silicon CAD Automation Engineer, University Graduate, 2026",EDA / CAD,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://www.google.com/about/careers/applications/jobs/results/136158278735274694-silicon-cad-automation-engineer/,search-verified 2026-06-10 (Google Careers ID+title match)
