Company,Title,Track,Location,Region,Tier,Salary,Flags,Posted_Age,WorkModel,Source,URL
MediaTek 聯發科,數位IC設計工程師 (數位相機/影像處理器),RTL / ASIC Design,新竹,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.mediatek.com/zh-tw/jobs/MTK120260417009
Meta,"ASIC Engineer, Architecture (University Grad)",RTL / ASIC Design,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://www.metacareers.com/v2/jobs/292181193205580/
Meta,"ASIC Engineer, Design (University Grad)",RTL / ASIC Design,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://www.metacareers.com/v2/jobs/817023873389183/
Microchip Technology Inc.,Engineer I-Design (ASIC),RTL / ASIC Design,"San Jose, CA",US,Big Tech / Semi leader,,,May 12,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a0338b322395b6dc6d924d9
Microchip Technology Inc.,Engineer I-Design (ASIC),RTL / ASIC Design,"Allentown, PA",US,Big Tech / Semi leader,,,May 12,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a0338bf22395b6dc6d924e0
Microchip Technology Inc.,Engineer I-Design (ASIC),RTL / ASIC Design,"PA - Allentown - Winchester Rd, US",US,Big Tech / Semi leader,,,May 11,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a024e2efa1aa73213d9906b
Microchip Technology Inc.,Engineer I-Design (ASIC),RTL / ASIC Design,"CA - San Jose - 3850 N. First St, US",US,Big Tech / Semi leader,,,May 11,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a024e2d238f143e83532dd9
Microchip Technology Inc.,Engineer I - Software (FPGA Timing and Power),RTL / ASIC Design,"San Jose, CA",US,Big Tech / Semi leader,,,May 09,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69e32fa8fcfcbd43860a5508
Micron,"New College Grad - Memory Design Engineer, DRAM",RTL / ASIC Design,"Boise, ID",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://careers.micron.com/careers/job/39423817-new-college-grad-memory-design-engineer-dram-boise-idaho-united-states-of-america
Micron,New College Grad - Design Engineer,RTL / ASIC Design,"San Jose, CA",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,"https://www.glassdoor.com/job-listing/new-college-grad-design-engineer-micron-technology-JV_IC1147436_KO0,32_KE33,50.htm?jl=1010043333358"
Micron Technology,Semiconductor Design Engineer New Grad - Semiconductor Design Engineer - DRAM Products Group,RTL / ASIC Design,"Boise, ID",US,Big Tech / Semi leader,,,1d,,simplify:HW,https://micron.wd1.myworkdayjobs.com/External/job/Boise-ID---Main-Site/New-College-Grad---Semiconductor-Design-Engineer--DRAM-Products-Group_JR89363
Microsoft,Hardware Engineer: Opportunities for University Graduates,RTL / ASIC Design,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://jobs.careers.microsoft.com/global/en/job/1692965/Hardware-Engineer:-Opportunities-for-University-Graduates
NVIDIA,"Software R&D Engineer, Digital Logic Synthesis - New College Grad 2026",RTL / ASIC Design,"US, TX, Austin, US",US,Big Tech / Semi leader,,,Jun 06,On Site,jobright:SW,https://jobright.ai/jobs/info/6a077d693b54ed42d74ce6f2
NVIDIA,"Software R&D Engineer, Digital Logic Synthesis - New College Grad 2026",RTL / ASIC Design,"Santa Clara, CA",US,Big Tech / Semi leader,,,Jun 06,On Site,jobright:SW,https://jobright.ai/jobs/info/6a07b9a46186f46859882523
NVIDIA,Software R&D Engineer - VLSI Physical Design - New College Grad 2026,RTL / ASIC Design,"US, TX, Austin",US,Big Tech / Semi leader,$172k/yr,,5d,,speedy:FAANG,https://nvidia.wd5.myworkdayjobs.com/en-US/nvidiaexternalcareersite/job/US-TX-Austin/Software-R-D-Engineer--VLSI-Physical-Design---New-College-Grad-2026_JR2019330
NVIDIA,New Grad 2026: ASIC RTL Integration and Netlisting Engineer,RTL / ASIC Design,"Santa Clara, CA",US,Big Tech / Semi leader,,,Feb 15,,vansh,https://nvidia.wd5.myworkdayjobs.com/en-US/nvidiaexternalcareersite/job/ASIC-RTL-Integration-and-Netlisting-Engineer---New-College-Grad-2026_JR2013172
NVIDIA,New Grad 2026: ASIC Hardware Design Engineer,RTL / ASIC Design,"Austin, TX",US,Big Tech / Semi leader,,,Feb 01,,vansh,https://nvidia.wd5.myworkdayjobs.com/en-US/nvidiaexternalcareersite/job/ASIC-Hardware-Design-Engineer---New-College-Grad-2026_JR2011787
NVIDIA,"ASIC Physical Design Engineer, Netlisting - New College Grad 2026",RTL / ASIC Design,"Austin, TX",US,Big Tech / Semi leader,,,May 29,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a108e0369bd827926aef273
NVIDIA,"ASIC Physical Design Engineer, Netlisting - New College Grad 2026",RTL / ASIC Design,"US, CA, Santa Clara, US",US,Big Tech / Semi leader,,,May 29,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69fd01f3432a3c4da8e00dbd
NVIDIA,ASIC Physical Design and Timing Engineer - New College Grad 2026,RTL / ASIC Design,"Santa Clara, CA",US,Big Tech / Semi leader,,,May 21,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69d55fd2e63cea7a8b66096b
NVIDIA,"Research Scientist, AI Accelerator Design and VLSI - New College Grad 2026",RTL / ASIC Design,"Santa Clara, CA",US,Big Tech / Semi leader,,,May 20,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69d56412891d7b11cfd018d4
NVIDIA,"Research Scientist, AI Accelerator Design and VLSI - New College Grad 2026",RTL / ASIC Design,"Austin, TX",US,Big Tech / Semi leader,,,May 20,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69d55d04cfdc6132f94618e8
NVIDIA,AI Chip Design Engineer - New College Grad 2026,RTL / ASIC Design,"Santa Clara, CA",US,Big Tech / Semi leader,,,May 20,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69d55cc9e63cea7a8b6608b9
NVIDIA,ASIC Floorplan Design Engineer - New College Grad 2026,RTL / ASIC Design,"US, CA, Santa Clara, US",US,Big Tech / Semi leader,,,May 07,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69fd0915938a651755f987fa
NVIDIA,ASIC Clocks Design Engineer - New College Grad 2026,RTL / ASIC Design,"Santa Clara, CA",US,Big Tech / Semi leader,,,Apr 29,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/69dc6ad49f97a42dc9c30d5f
NVIDIA,RTL Power Optimization – New College Grad 2026,RTL / ASIC Design,"Santa Clara, CA",US,Big Tech / Semi leader,,,Apr 29,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69d55bb2cdb525785fbd0118
NVIDIA,ASIC Clocks Design Engineer - New College Grad 2026,RTL / ASIC Design,"Austin, TX",US,Big Tech / Semi leader,,,Apr 29,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/69d57619366bb95ba5545437
NVIDIA,CPU Design Engineer - New College Grad 2026,RTL / ASIC Design,"Westford, MA",US,Big Tech / Semi leader,,,Apr 20,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/69e6cf5ae0cd471b2f127856
NVIDIA,CPU Design Engineer - New College Grad 2026,RTL / ASIC Design,"Durham, NC",US,Big Tech / Semi leader,,,Apr 20,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/69e6cf463aa0c47964395fae
NVIDIA,CPU Design Engineer - New College Grad 2026,RTL / ASIC Design,"Austin, TX",US,Big Tech / Semi leader,,,Apr 20,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/69e6cf463aa0c47964395fab
NVIDIA,CPU Design Engineer - New College Grad 2026,RTL / ASIC Design,"California, United States",US,Big Tech / Semi leader,,,Apr 20,Remote,jobright:ENG@hist,https://jobright.ai/jobs/info/69e6cf307820c036924d249a
NVIDIA,CPU Design Engineer - New College Grad 2026,RTL / ASIC Design,"Hillsboro, OR",US,Big Tech / Semi leader,,,Apr 20,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/69e6c76a9b6eb37e26f82113
NVIDIA,CPU Design Engineer - New College Grad 2026,RTL / ASIC Design,"US, TX, Remote",US,Big Tech / Semi leader,,,Apr 20,Remote,jobright:ENG@hist,https://jobright.ai/jobs/info/69e66db2e0cd471b2f125a84
NVIDIA,CPU Design Engineer - New College Grad 2026,RTL / ASIC Design,"US, MA, Remote",US,Big Tech / Semi leader,,,Apr 20,Remote,jobright:ENG@hist,https://jobright.ai/jobs/info/69e66daf9b6eb37e26f80397
NVIDIA,CPU Design Engineer - New College Grad 2026,RTL / ASIC Design,"US, CA, Remote",US,Big Tech / Semi leader,,,Apr 20,Remote,jobright:ENG@hist,https://jobright.ai/jobs/info/69e66dac7820c036924d04d3
NVIDIA,CPU Design Engineer - New College Grad 2026,RTL / ASIC Design,"US, CA, Santa Clara",US,Big Tech / Semi leader,,,Apr 20,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/69e66d873aa0c4796439411b
NVIDIA,ASIC Design Engineer - New College Grad 2026,RTL / ASIC Design,"Westford, MA",US,Big Tech / Semi leader,,,Apr 07,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69d59bf2366bb95ba5546501
NVIDIA,ASIC Design Engineer - New College Grad 2026,RTL / ASIC Design,"Durham, NC",US,Big Tech / Semi leader,,,Apr 07,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69d56406891d7b11cfd018a3
NVIDIA,ASIC Design Engineer - New College Grad 2026,RTL / ASIC Design,"Madison, AL",US,Big Tech / Semi leader,,,Apr 07,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69d56007366bb95ba55446be
NVIDIA,ASIC Design Engineer - New College Grad 2026,RTL / ASIC Design,"Hillsboro, OR",US,Big Tech / Semi leader,,,Apr 07,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69d55cc1e63cea7a8b660889
NVIDIA,ASIC Physical Design and Timing Engineer - New College Grad 2026,RTL / ASIC Design,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/ASIC-Timing-Engineer---New-College-Grad-2026_JR2013177
NVIDIA,"ASIC Physical Design Engineer, Netlisting - New College Grad 2026",RTL / ASIC Design,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/ASIC-Physical-Design-Engineer--Netlisting---New-College-Grad-2026_JR2017681
NVIDIA,CPU Design Engineer - New College Grad 2026,RTL / ASIC Design,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/CPU-Design-Engineer---New-College-Grad-2026_JR2007624
NVIDIA,ASIC Clocks Design Engineer - New College Grad 2026,RTL / ASIC Design,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/ASIC-Clocks-Design-Engineer---New-College-Grad-2026_JR2012417
NVIDIA,ASIC Design Engineer - New College Grad 2026,RTL / ASIC Design,US (see posting),US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/ASIC-Design-Engineer---New-College-Grad-2026_JR2003628
NVIDIA AI,ASIC Design Engineer - New College Grad 2026,RTL / ASIC Design,"Westford, MA",US,Big Tech / Semi leader,,,Apr 26,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69edfbed58811370cb142b97
NVIDIA AI,ASIC Design Engineer - New College Grad 2026,RTL / ASIC Design,"Santa Clara, CA",US,Big Tech / Semi leader,,,Apr 26,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69edf06cdc35f7132c4b9807
NVIDIA AI,ASIC Hardware Design Engineer - New College Grad 2026,RTL / ASIC Design,"Austin, TX",US,Big Tech / Semi leader,,,Apr 25,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69edefde16b2612c2a125627
NVIDIA AI,Low Power ASIC Engineer - New College Grad 2026,RTL / ASIC Design,"Santa Clara, CA",US,Big Tech / Semi leader,,,Apr 25,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69ed247b58811370cb1413a6
NVIDIA AI,CPU Design Engineer - New College Grad 2026,RTL / ASIC Design,"Santa Clara, CA",US,Big Tech / Semi leader,,,Apr 24,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69ebf0320a6e09555304b5fe
NVIDIA AI,"Software R&D Engineer, Digital Logic Synthesis - New College Grad 2026",RTL / ASIC Design,"Santa Clara, TX",US,Big Tech / Semi leader,,,May 15,On Site,jobright:SW@hist,https://jobright.ai/jobs/info/6a080fa58f3e371eb617ce7b
OpenAI,RTL & Co-design Engineer (junior),RTL / ASIC Design,"San Francisco, CA",US,Big Tech / Semi leader,,,May 09,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/6972a211584a1c1ef6fdb0bf
Publix Pharmacy,"Bindery Basic Equipment Operator, ON, Printing Services - Lakeland",RTL / ASIC Design,Lakeland Florida,US,Big Tech / Semi leader,,,Apr 28,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69f10127ecbc8c2f7320312d
Qualcomm,Physical Design Engineer,RTL / ASIC Design,"San Diego, CA",US,Big Tech / Semi leader,,,May 29,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a19a14c9111f771d1a07071
Qualcomm,Digital ASIC Design Engineer,RTL / ASIC Design,"San Diego, CA",US,Big Tech / Semi leader,,,May 22,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69d7d031869c7e25d8591267
Qualcomm,RISCV CPU System RTL Engineer,RTL / ASIC Design,"Santa Clara, CA",US,Big Tech / Semi leader,,,May 15,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a074ec5a203b1052e43971d
Qualcomm,RISCV CPU System RTL Engineer,RTL / ASIC Design,"San Diego, CA",US,Big Tech / Semi leader,,,May 15,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a074ec0403fc339507e2e8f
Qualcomm,RISCV CPU System RTL Engineer,RTL / ASIC Design,"Austin, TX",US,Big Tech / Semi leader,,,May 15,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a075b2b403fc339507e345c
Qualcomm,RISCV CPU System RTL Engineer,RTL / ASIC Design,"Raleigh, NC",US,Big Tech / Semi leader,,,May 15,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a0732788f3e371eb6174941
Qualcomm,CPU Physical Design Engineer (Austin),RTL / ASIC Design,"Austin, TX",US,Big Tech / Semi leader,,,Apr 29,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69eb9273dc35f7132c4b1645
Qualcomm,Display ASIC Design and Implementation Engineer,RTL / ASIC Design,"Markham, ON",US,Big Tech / Semi leader,,,Apr 16,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/69e451739b6eb37e26f7a5b4
Qualcomm Taiwan,CPU RTL Design Engineer,RTL / ASIC Design,Hsinchu,TW,Big Tech / Semi leader,,,,,agent:TW-sweep,https://careers.qualcomm.com/careers/job/446705813123-cpu-rtl-design-engineer-hsinchu-city-hsinchu-city-taiwan
Rambus,Digital Design Engineer - New College Grad,RTL / ASIC Design,US-CA-San Jose,US,Big Tech / Semi leader,,,May 16,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/6a085015403fc339507ecd94
Rivos,CPU Physical Design - Full time,RTL / ASIC Design,"Santa Clara, CA / Austin, TX / Portland, OR / Fort Collins, CO",US,Big Tech / Semi leader,,,verified Jun 10,,agent:US-direct,https://jobs.lever.co/rivosinc/7953907e-e8b6-43f7-a0b5-4908c01fd6fe
Sandisk,ASIC Design Engineer,RTL / ASIC Design,"Milpitas, CA",US,Big Tech / Semi leader,,,Apr 17,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/698e45b9f64d441a16507cb9
SpaceX,FPGA/ASIC Design Engineer (Silicon Engineering),RTL / ASIC Design,"Irvine, CA",US,Big Tech / Semi leader,,us-person-likely,Jun 04,On Site,jobright:ENG,https://jobright.ai/jobs/info/6a21be5e338c012305120287
SpaceX,RTL Design Engineer (Silicon Engineering),RTL / ASIC Design,"Redmond, WA",US,Big Tech / Semi leader,,us-person-likely,May 29,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a1a0e472b206f3955eb22d8
SpaceX,RTL Design Engineer (Silicon Engineering),RTL / ASIC Design,"Irvine, CA",US,Big Tech / Semi leader,,us-person-likely,May 29,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a1a0e472b206f3955eb22d7
SpaceX,FPGA/ASIC Design Engineer (Silicon Engineering),RTL / ASIC Design,"Redmond, WA",US,Big Tech / Semi leader,,us-person-likely,May 21,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6a0f766480bf0430c7633ee6
SpaceX,Physical Design Engineer (Silicon Engineering),RTL / ASIC Design,"Sunnyvale, CA",US,Big Tech / Semi leader,,us-person-likely,Apr 09,On Site,jobright:ENG@hist,https://jobright.ai/jobs/info/6949af80d1953b5d11c2b0ce
Synopsys Taiwan,ASIC Digital Design Engineer (frontend design/verification) — 0-3 yrs (MS EE/CS),RTL / ASIC Design,Hsinchu,TW,Big Tech / Semi leader,,,entry:0-3 yrs (MS EE/CS),,agent:TW-sweep,https://careers.synopsys.com/job/hsinchu/asic-digital-design-engineer-sr-engineer/44408/70723117808
Tenstorrent,Physical Design Engineer,RTL / ASIC Design,"Santa Clara, CA",US,Big Tech / Semi leader,,,May 23,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/69f5349343a25828a8d17dd7
Tenstorrent,RISC-V CPU Microarchitecture / RTL,RTL / ASIC Design,Austin,US,Big Tech / Semi leader,,,May 21,Remote,jobright:ENG@hist,https://jobright.ai/jobs/info/6a0f9db2619335383fb2e1a1
Tenstorrent,RISC-V CPU Microarchitecture / RTL,RTL / ASIC Design,United States,US,Big Tech / Semi leader,,,May 21,Remote,jobright:ENG@hist,https://jobright.ai/jobs/info/6a0f9db2619335383fb2e1a0
Tenstorrent,"Physical Design Engineer, PnR",RTL / ASIC Design,"Austin, TX",US,Big Tech / Semi leader,,,May 15,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/6a06fb874a0a6a7e7d81db87
Tenstorrent,"Physical Design Engineer, PnR",RTL / ASIC Design,"Fort Collins, CO",US,Big Tech / Semi leader,,,May 15,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/6a06fb874a0a6a7e7d81db89
Tenstorrent,"Physical Design Engineer, PnR",RTL / ASIC Design,"Santa Clara, CA",US,Big Tech / Semi leader,,,May 15,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/6a06fb874a0a6a7e7d81db88
Tenstorrent,"Physical Design Engineer, PnR",RTL / ASIC Design,"Austin, Texas, United States",US,Big Tech / Semi leader,,,May 15,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/6a06f9301f7fa33581c96f1b
Tenstorrent,"Physical Design Engineer, PnR",RTL / ASIC Design,"Fort Collins, Colorado, United States",US,Big Tech / Semi leader,,,May 15,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/6a06f91f1f7fa33581c96ed5
Tenstorrent,"Physical Design Engineer, PnR",RTL / ASIC Design,Fort Collins,US,Big Tech / Semi leader,,,May 15,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/6a06f9181f7fa33581c96ec3
Tenstorrent,"Physical Design Engineer, PnR",RTL / ASIC Design,Santa Clara,US,Big Tech / Semi leader,,,May 15,Hybrid,jobright:ENG@hist,https://jobright.ai/jobs/info/6a06f9121f7fa33581c96eb5
